number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1, 3.77408 0.343885        2,-5.07509  0.33264  7.57537, -2.6239 0.763231        0,4 0 0,-1.78461 0.708222  2.07403, 2.00667 0.233827  2.03959,0.0235114  0.256393 0.0062386  0.966267
2,  4.03461 -0.676978         2,-4.78769  1.07483  8.40125,-2.29161 0.743246        0,4 0 0,-1.51672 0.569285  2.19878, 2.07922 0.167515  1.58842, 0.0377843   0.250915 0.00980194   0.967222
3, 3.35329 0.810445        2, -5.03186 0.0171028   7.27581,-2.90238 0.831707        0,4 0 0,-2.07892 0.828908  1.97813, 1.82281 0.124476  2.30678, 0.0185493   0.259751 0.00499046   0.965484
4,  3.71705 -0.126308         2,-5.01891 0.413209  6.52391,-2.23622 0.363826        0,4 0 0,-1.53928 0.306447  1.61223,   2.49655 -0.0100352    1.94662, 0.0164972    0.24991 0.00425859   0.968119
5,  4.08448 -0.548319         2,-4.75949 0.604339  8.32504, -2.2019 0.249897        0,4 0 0, -1.4373 0.152812  2.16451,  2.17234 0.0229128   1.51159, 0.0174317   0.250413 0.00450957   0.967972
6, 3.81536 0.236097        2,-5.29483 0.177831  6.59221,-2.45115 0.446563        0,4 0 0,-1.65173 0.419713  1.73715,  2.19367 0.0192108   2.14329, 0.0132749   0.256447 0.00352243   0.966461
7, 4.36178 0.630186        2,-5.37368 0.122665  8.16401,-2.55681 0.788117        0,4 0 0,-1.68489 0.768213  2.19067, 2.08828 0.320202   1.7111, 0.0204607   0.261095 0.00553546    0.96508
8,  4.10933 -0.773942         2,-3.81093  0.67439  6.53524,-0.57053 0.054216        0,4 0 0,-0.344615 0.0142375  0.768841,   5.09952 -0.0230497   0.263951, 0.0158893   0.211234 0.00343433     0.9773
9, 3.40736 0.136185        2,-5.07984 0.100063  6.61884,-2.65234 0.255549        0,4 0 0,-1.88462 0.240427  1.73514,  2.11397 0.0558325   2.26689,0.00752722   0.255667 0.00199068   0.966734
10,  3.88979 -0.823701         2,-4.65124   1.3741  6.51845,-1.65399 0.814081        0,4 0 0,-1.08026 0.644585  1.46008, 3.16108 0.173954  1.47017,0.0469549   0.23653 0.0114448  0.970422
11, 3.25785 0.108966        2,-2.94148 0.321765  8.35444,-0.830652  0.556202         0,4 0 0,-0.464997  0.516203   1.69816, 3.54333 0.184131 0.498702,  0.021225   0.211026 0.00458334   0.977239
12,  4.23269 -0.647959         2,-5.15652 0.431013  6.91098, -2.01066 -0.126103         0,4 0 0, -1.30009 -0.185497   1.67447,   2.84434 -0.0557473    1.57096,0.00596241    0.24766 0.00152416   0.968827
13,  3.46032 -0.247521         2,-3.74201 0.128347  6.92015,   -1.2611 -0.0855814          0,4 0 0,-0.802487 -0.101311   1.47207,   3.27491 -0.0131852    1.22577,0.000783139    0.222529 0.000178753    0.974926
14,  3.81199 0.0271709         2, -4.34886 0.0138805   8.59093, -2.07441 0.0459589         0,4 0 0, -1.36846 0.0437057   2.22334,   2.30325 0.00780663    1.32242, 0.00138609    0.246094 0.000351932    0.969245
15,  3.84633 -0.385929         2,-5.21567 0.543372  8.10081,-2.88201 0.315032        0,4 0 0,-2.03028 0.226299  2.16539,  2.25845 -0.184928   1.73091,0.0173258  0.261908 0.0047027  0.964926
16,  3.87142 -0.777349         2,-3.7499 0.34411 8.46327, -1.25556 -0.306873         0,4 0 0,-0.762367  -0.35213    1.8332,  2.96411 -0.112173  0.739955, -0.00108587     0.229649 -0.000256217     0.973273
17,  4.05058 -0.674256         2,-5.12132 0.816792  7.86115,-2.48443 0.368003        0,4 0 0,-1.63736 0.232906  2.14048,   2.13489 0.00420564     1.8043, 0.0240327   0.255079 0.00634208   0.966601
18,  3.49838 -0.357911         2,-4.17537 0.376511  6.83482,-1.67681 0.108758        0,4 0 0, -1.09561 0.0563484   1.63531,   2.73248 -0.0171978    1.62557, 0.0105446   0.233819 0.00253599    0.97222
19,  3.84804 -0.382721         2,-4.37825 0.362149   8.2259, -1.97736 0.0991292         0,4 0 0, -1.30279 0.0433319   2.04763,   2.3582 0.0200219   1.39826,0.00941651    0.24284 0.00235739   0.970018
20,  3.99479 -0.464304         2,-3.95582 0.924691  6.77256,-0.915043   0.68339         0,4 0 0,-0.480814  0.581887   1.31524,  3.37214 0.0241967   1.05525, 0.0362765   0.221373 0.00824096   0.974479
21, 3.16833 0.229937        2,-3.06484 0.358073  6.74038,-0.729489   0.68533         0,4 0 0,-0.404239   0.64733   1.24596,  3.88266 0.0992394  0.930714, 0.0246103   0.205038 0.00515729   0.978431
22,  4.29713 -0.446914         2,-5.27552 0.731115  8.02449,-2.45666 0.489069        0,4 0 0,-1.61132 0.371916  2.14071, 2.18039 0.080851  1.69602, 0.0249683   0.256686 0.00663359   0.966149
23,   4.0339 -0.395982         2,-5.29707 0.088002  7.43561, -2.55661 -0.286492         0,4 0 0, -1.66798 -0.301255   2.06928,   2.18955 -0.0503996    1.93252,-0.00459767    0.258052 -0.00122804    0.966119
24, 3.90017 0.660911        2,-4.04308 0.092154  6.95312,-1.17363 0.776558        0,4 0 0,-0.702423  0.765817   1.41648, 3.41006 0.111594  1.09044, 0.0201802   0.225172 0.00466485   0.974099
25,  4.36086 -0.333719         2,-5.44522 0.563299  8.29366,-2.66585 0.393183        0,4 0 0, -1.7757 0.301098  2.25071,  1.91716 0.0906419   1.80323, 0.0194256   0.262072 0.00527643   0.964838
26,  4.30027 -0.224393         2,-4.15442 0.455029   8.2792,-1.26541  0.38521        0,4 0 0,-0.664403  0.319383   1.97069,  2.51737 0.0651017  0.996897, 0.018932  0.236027 0.0045993  0.971551
27, 3.61922 0.364101        2,-4.84665 0.350545  7.25753,-2.43412 0.801924        0,4 0 0,-1.63468 0.744102  1.97074, 2.18905 0.268035  2.00512, 0.0248715   0.251195 0.00645685   0.967595
28,  4.18224 -0.711693         2,-5.55626 0.344117  6.79144,-2.41926 -0.30284        0,4 0 0, -1.61237 -0.352814   1.74209, 2.36708 -0.14396   1.9533,0.000391584    0.257842   0.0001045    0.966187
29,  4.16091 -0.356432         2,-4.81022 0.605978  6.56923,-1.59937  0.36923        0,4 0 0,-0.959485   0.28862   1.54489,  3.07522 0.0277417     1.447,0.0210302  0.239904 0.0051983  0.970555
30,  4.08595 -0.687859         2,-5.78295 0.997816  7.13191,-2.86066 0.510739        0,4 0 0,-1.94192 0.352216   1.9602,  2.03232 0.0409752   2.17502,0.0303212  0.264972 0.0083365  0.963743
31, 4.49251 -0.63673        2,-5.61962 0.818365  7.20692,-2.33427 0.357429        0,4 0 0,  -1.502 0.236229  1.84558,  2.58942 0.0600053   1.68143, 0.0237011   0.256103 0.00628135   0.966339
32,  3.99729 -0.642355         2,-4.75516 0.381286  8.29419, -2.27708 -0.139253         0,4 0 0,  -1.5445 -0.197995   2.09025,   2.16766 -0.0689214    1.55828,0.00397808   0.250032 0.00102728   0.968229
33,   3.32522 -0.0288446          2, -4.3497 0.609636  6.55257,-1.94545 0.709871        0,4 0 0,-1.24393 0.611548  1.78036,2.39299 0.11871 2.00249, 0.0291077   0.240387 0.00721191   0.970214
34,  3.93673 -0.829937         2,-3.75613  1.16026  7.53577,-0.953216  0.680553         0,4 0 0,-0.446122  0.523913   1.69309,  2.91936 0.0534074   1.03462, 0.0413448   0.222291 0.00943536   0.974058
35,  3.48046 -0.776058         2,-4.99311  1.12151  6.81677,-2.54927 0.578287        0,4 0 0,-1.74624 0.397918  1.85416,   2.1836 0.0191455   2.14437, 0.0355407   0.253509 0.00932089   0.966635
36,  3.60396 -0.535777         2,-4.08771 0.146363  7.75005, -1.75524 -0.343888         0,4 0 0, -1.17974 -0.364494   1.79654,  2.90836 -0.110923   1.25457,-0.00511624    0.233831 -0.00123047    0.972263
37,  3.17517 -0.546617         2, -3.4736 0.596355  7.06558,-1.27867 0.218027        0,4 0 0,-0.819654  0.139223   1.56479,    3.19829 -0.00476509     1.26047, 0.0181057   0.218948 0.00406352    0.97556
38, 3.42194 0.591364        2,-4.51914 0.124918  6.57836,-2.04872 0.742584        0,4 0 0,-1.34483 0.723127  1.73157, 2.36527 0.234982  2.01449, 0.0191404   0.243435 0.00480495   0.969716
39,   3.7025 -0.824783         2,-4.23255 0.414553  8.13769, -1.91953 -0.274139         0,4 0 0,failed,failed,failed
40,  3.17863 -0.214214         2,-3.24945 0.471105  6.93326,-0.977557  0.388349         0,4 0 0,-0.582623  0.331091   1.44397,  3.38657 0.0205478   1.13337, 0.019799  0.212352 0.0043034  0.976983
41,  4.0364 0.132232        2,-4.44476 0.203994  7.06316,-1.51842 0.387173        0,4 0 0,-0.948604  0.361021   1.55653, 3.09554 0.027556  1.26596, 0.0131566   0.234788 0.00317814   0.971952
42,   4.13017 -0.0079682          2,-4.56631 0.103242  7.47331,-1.68351 0.123476        0,4 0 0,-1.03189 0.108743  1.79829,   2.79881 0.00743324    1.32255,0.00497503   0.239934 0.00122961   0.970776
43,  3.93558 -0.768044         2,-3.61095 0.451574  6.90311,-0.633128 -0.196696         0,4 0 0,-0.244196 -0.245334   1.30675,   3.45849 -0.0562563   0.877196,0.00507169   0.215751 0.00112063   0.976435
44,  3.58146 -0.659256         2,-3.82784 0.562275  6.64088, -1.15086 0.0358772         0,4 0 0, -0.710949 -0.0287412    1.35258,   3.20046 -0.0221785    1.28272, 0.0131836   0.222577 0.00301016   0.974821
45, 3.58762 0.158738        2,  -3.43952 0.00505226    8.41926,-1.15498 0.165704        0,4 0 0,failed,failed,failed
46,  4.20135 -0.456986         2,-5.44283 0.253901  8.63076, -2.94358 -0.123683         0,4 0 0,failed,failed,failed
47, 3.69616 0.195478        2,-3.88319 0.434183  8.40264,-1.57699 0.785075        0,4 0 0,-1.01748 0.722516  1.97235, 2.68189 0.228775  1.07566, 0.0280723   0.233058 0.00673072   0.972034
48,  3.90561 -0.709425         2,-4.37173  1.01457  7.20621,-1.59685 0.567567        0,4 0 0,-1.00086 0.429252  1.66594,   2.95881 0.00720603    1.33268, 0.0339743   0.234339 0.00819485   0.971526
49,  3.29075 -0.366019         2,  -3.998 0.271236  7.92983,    -2.0086 -0.00649492           0,4 0 0,  -1.33268 -0.0523514    2.12488,  2.17257 0.0157898   1.68614,0.00535757   0.238141 0.00131367   0.971215
50,  3.19933 -0.776617         2,-2.91187 0.827306  8.09319,-0.79638 0.358625        0,4 0 0,failed,failed,failed
51,  3.03912 -0.349996         2,-3.12464  0.49669  6.51398,-0.865873  0.270739         0,4 0 0,-0.604564  0.229201    1.0077,  4.81832 0.0859745  0.650631, 0.0174466    0.20418 0.00363951   0.978771
