number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1, 3.45053 0.312293        2,-5.32483 0.360777  7.11945, -3.0503 0.752749        0,4 0 0,-2.09837 0.688252  2.10201, 2.78576 0.578527   2.0635, 0.0224183    0.25545 0.00592499   0.966544
2, 3.98511 -0.77556        2,-7.05769 0.928423  6.64813,-3.96364 0.270079        0,4 0 0, -2.51094 0.0789801   2.31078,    2.4056 -0.0189463    2.61821, 0.0226063   0.280072 0.00659733    0.95969
3, 3.45805 -0.14507        2,-6.20606 0.742858  8.09284,-4.29317 0.782742        0,4 0 0,failed,failed,failed
4,  3.84089 -0.641481         2,-5.94163 0.309834  8.70127,-3.86724 -0.23953        0,4 0 0, -2.82263 -0.294003   2.49167,  2.02073 -0.212183   2.06729,0.000269886    0.273949 7.68759e-05    0.961744
5,  3.09277 -0.431252         2,-4.71195 0.864179  8.03675,-3.04864 0.695091        0,4 0 0,failed,failed,failed
6,  3.09782 -0.278223         2,-6.57208 0.309961  6.72115, -4.45787 0.0781284         0,4 0 0,  -2.85035 0.00231226    2.59604,   1.83504 -0.0369358    3.22469,0.00753189   0.283881 0.00222998   0.958827
7,   3.50367 -0.0788334          2, -5.75306 0.0371703    7.7256,  -3.66154 -0.0325392          0,4 0 0,failed,failed,failed
8, 3.07977 0.629049        2, -5.98475 0.0105736   7.78391,-4.34139 0.642161        0,4 0 0,failed,failed,failed
9,  4.13555 -0.223165         2,-6.47779 0.738907  8.51619,-4.04699 0.710199        0,4 0 0,-2.89705 0.579029  2.51706, 1.92939 0.336028  2.24964, 0.0274577   0.279477 0.00799579   0.959727
10, 3.17031 0.471531        2,  -5.03181 0.00682447    7.48444,-3.15906 0.480116        0,4 0 0,-2.23134 0.478857  2.21841, 2.63698 0.352213  2.06182, 0.0100396    0.25408 0.00263756   0.967128
11,  3.86596 -0.106054         2, -6.13903 0.0241309   6.81636,  -3.31955 -0.0778092          0,4 0 0,  -2.20325 -0.0821971    2.10535,   2.76281 -0.0697164    2.19751, -0.00104515     0.264873 -0.000287085     0.964283
12,  3.66831 -0.100212         2,-6.37354 0.531942  8.64518,-4.46196 0.578348        0,4 0 0,-3.19418 0.472538  2.76356, 1.58705 0.279427   2.6124, 0.0210224   0.282862 0.00620125    0.95891
13,  4.42641 -0.695083         2,-6.56713  0.28344   6.7632, -3.14096 -0.368472         0,4 0 0,failed,failed,failed
14, 3.78533 0.251239        2,-5.61125 0.387217  8.66731,-3.54441 0.757043        0,4 0 0,failed,failed,failed
15,  4.07996 -0.242073         2,-6.38999 0.758931   7.7686,-3.73562 0.686174        0,4 0 0,-2.57618 0.548469  2.35181, 2.29708 0.344797  2.22125, 0.0275373   0.273269 0.00782632   0.961512
16, 4.10394 0.386365        2,-5.73468 0.343813   8.1282,-3.18115 0.823129        0,4 0 0,failed,failed,failed
17,  3.50939 -0.663698         2,-6.16872  1.05001   7.6184,-4.01458 0.616998        0,4 0 0,failed,failed,failed
18, 3.46967 0.334666        2,-6.33288 0.224577  7.29223,-4.10549 0.603297        0,4 0 0,-2.76599 0.555795  2.49368,1.99697   0.479 2.79492,0.0158544  0.275696 0.0045479  0.961103
19,  3.31476 -0.686484         2,-5.99247 0.570901  8.10523, -4.22953 0.0322578         0,4 0 0,failed,failed,failed
20,  4.06214 -0.239993         2, -5.5441 0.549626  8.29467,-3.07407  0.46747        0,4 0 0,failed,failed,failed
21,   4.1032 -0.312319         2,-6.02207 0.506738  8.14896,-3.48627  0.32631        0,4 0 0,-2.49925 0.243256  2.25048,2.40755 0.11664 1.89441, 0.0158982   0.269071 0.00444219   0.962979
22,  4.13551 -0.148134         2,-7.58586 0.522899  6.94941, -4.4493 0.443624        0,4 0 0,-2.81934 0.331269  2.48112, 1.98776 0.217376  2.89564,0.0177815  0.290005 0.0053893  0.956845
