number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1,  3.56034 -0.606722         2,-5.52836  2.28716  7.65755,-3.25832  2.21426        0,    3 -1.67     0,-2.59324  1.93911  1.65362,0.871202 0.109853  2.64024, 0.145497  0.247673 0.0376504  0.957116
2,   3.1226 -0.177229         2,-6.34064  2.24241  6.66794,-4.10717  2.37963        0,    3 -1.67     0,failed,failed,failed
3,  4.04036 -0.592443         2,-3.67986  1.55521  6.88189,-0.563987   1.35347         0,    3 -1.67     0,failed,failed,failed
4,  3.52506 -0.259135         2,-4.72226   1.6436  7.27355,-2.35065  1.78593        0,    3 -1.67     0,-1.74072  1.57364  1.63266, 2.11721 0.431099  1.95063, 0.125854  0.225197 0.0293483  0.965705
5, 3.99336 0.612888        2,-4.24223  1.33306  7.14631,-1.32977  2.28561        0,    3 -1.67     0,-0.966865   2.17157   1.12922, 3.83133 0.624928  1.18723, 0.133203   0.19903 0.0273168  0.970514
6,   3.5595 -0.700695         2,-3.16362  1.30212  8.05639,-0.725031   1.06278         0,    3 -1.67     0,-0.330697  0.900479    1.6687, 3.34444 0.223991 0.661935, 0.115423  0.184242 0.0217923  0.975837
7, 3.76799 0.188422        2,-5.28592 0.796189  7.85807,-2.94933  1.20022        0,    3 -1.67     0,-2.06037  1.06632  2.16666,  1.6101 0.185689  2.07023,0.0942883  0.243752 0.0238177   0.96495
8,      3.2612 -0.000194814            2,-3.81484  1.81809  7.99348,-1.77483   2.3999        0,    3 -1.67     0,-1.37347  2.20861  1.47293, 2.33445 0.670394  1.72932,  0.14997   0.20339 0.0315423   0.96703
9,  4.3547 0.202199        2,-5.58539 0.648082  8.37188,-2.84858  1.03801        0,    3 -1.67     0,-1.94687  0.93338  2.25184, 1.53288 0.156064  1.84227,0.0893886  0.247056 0.0228945  0.964598
10,  3.64822 -0.718619         2,-5.8452  2.0739  8.0699,-3.66289  1.87539        0,    3 -1.67     0,-2.75149  1.55202  2.14186, 1.00906 0.028046  2.55187, 0.129688  0.254326 0.0344374  0.957765
11,  4.24437 -0.181424         2,-3.76647  1.90619  7.75968,-0.676831   2.30916         0,    3 -1.67     0,-0.271686   2.10412   1.44485, 3.88965 0.497394 0.936601, 0.150337  0.180373 0.0279081  0.971641
12, 3.97014 0.800975        2,-6.54272 0.581387   8.4926,-4.28562  1.53458        0,    3 -1.67     0,-3.3362 1.45022 2.12923,   0.76779 0.00603508    2.71713,0.0928464   0.26925 0.0260887  0.958229
13, 4.45399 0.413524        2,-6.29615 0.524558  8.45427,-3.52982  1.07869        0,    3 -1.67     0,-2.50319 0.993155  2.32481,   1.2645 0.0526263   2.13076,0.0853202  0.262534 0.0233119   0.96086
14, 4.43139 0.112657        2,-4.39143  1.57286  7.85028,-1.26106   2.1515        0,    3 -1.67     0,-0.796238   1.98502   1.45229, 3.55479 0.545822  1.01622, 0.136869  0.200166 0.0282512  0.969744
15, 4.39914 0.184873        2,-3.85986 0.633295  8.11479,-0.773273   1.03352         0,    3 -1.67     0,-0.296727  0.955333    1.6852, 2.87221 0.175765 0.703795, 0.101373  0.198495 0.0206458  0.974627
16,  4.33049 -0.482515         2,-4.84045  2.09304  7.67472,-1.77659  2.15822        0,    3 -1.67     0,-1.23317  1.92324  1.52552, 2.94478 0.535259  1.40713, 0.142998  0.212725 0.0314873  0.966079
17,  3.81446 -0.107858         2,-5.99803 0.980165  7.59864,-3.53681  1.09345        0,    3 -1.67     0,-2.63364 0.945855  1.98004,  1.19112 -0.030679    2.4134,0.0928893  0.259719 0.0251073  0.960878
18,4.04634  0.7456       2,-4.40453   0.3221  6.69737,-1.33487  1.13913        0,    3 -1.67     0,-0.963695   1.11198   1.06688, 4.20493   0.2708 0.834668, 0.084743  0.205727 0.0178852  0.974769
19,  4.27647 -0.299207         2,-4.97607  1.92644  7.94875,-2.07016  2.15784        0,    3 -1.67     0,-1.51002  1.94099   1.5941, 2.44244 0.602585  1.57261, 0.142385  0.223141 0.0329664  0.963768
20,3.05504 0.79789       2,-4.04986 0.912909  7.29011,-2.11796  1.96398        0,    3 -1.67     0,-1.66194  1.86118  1.41719, 2.05178 0.585722  1.96253, 0.120416  0.217429 0.0270406  0.968242
