number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1, 3.77408 0.343885        2,-5.07509  0.33264  7.57537, -2.6239 0.763231        0,1.75    0    0,-1.96749 0.720208  1.70439,  1.14241 0.0905012   1.03414, 0.0300064   0.242126 0.00749194   0.969752
2,  4.03461 -0.676978         2,-4.78769  1.07483  8.40125,-2.29161 0.743246        0,1.75    0    0,-1.69746 0.609862  1.76913,0.905466 0.183394 0.579558, 0.047693  0.243186 0.0119726  0.968732
3, 3.35329 0.810445        2, -5.03186 0.0171028   7.27581,-2.90238 0.831707        0,1.75    0    0,-2.32584 0.829748  1.48096,  1.6608 0.262433  1.06765, 0.0237334   0.239302 0.00585127   0.970637
4,  3.71705 -0.126308         2,-5.01891 0.413209  6.52391,-2.23622 0.363826        0,1.75    0    0,-1.92315 0.338051 0.836006,  3.70195  0.213072 0.0270222, 0.0193552   0.227927 0.00453177   0.973475
5,  4.08448 -0.548319         2,-4.75949 0.604339  8.32504, -2.2019 0.249897        0,1.75    0    0,failed,failed,failed
6, 3.81536 0.236097        2,-5.29483 0.177831  6.59221,-2.45115 0.446563        0,1.75    0    0,-1.93805  0.42933  1.20955,  1.57879 0.0272017   1.06421, 0.0166439   0.239036 0.00409791   0.970859
7, 4.36178 0.630186        2,-5.37368 0.122665  8.16401,-2.55681 0.788117        0,1.75    0    0,-1.89382 0.772983  1.75724,0.920231 0.198882 0.804126,  0.027999   0.250912 0.00726069   0.967578
8,  4.10933 -0.773942         2,-3.81093  0.67439  6.53524,-0.57053 0.054216        0,1.75    0    0,failed,failed,failed
9, 3.40736 0.136185        2,-5.07984 0.100063  6.61884,-2.65234 0.255549        0,1.75    0    0,-2.11356 0.244937  1.30122,   1.58401 0.00767883    1.18829,0.00932203   0.237473 0.00227903   0.971347
10,  3.88979 -0.823701         2,-4.65124   1.3741  6.51845,-1.65399 0.814081        0,1.75    0    0,-1.33384 0.719498 0.904409, 2.02815 0.125725 0.510247,0.0572678  0.222052 0.0130658  0.973264
11, 3.25785 0.108966        2,-2.94148 0.321765  8.35444,-0.830652  0.556202         0,1.75    0    0,failed,failed,failed
12,  4.23269 -0.647959         2,-5.15652 0.431013  6.91098, -2.01066 -0.126103         0,1.75    0    0, -1.63325 -0.157649  0.993799,   2.21223 -0.0565517    0.34004,0.00546336    0.23628 0.00132852   0.971669
13,  3.46032 -0.247521         2,-3.74201 0.128347  6.92015,   -1.2611 -0.0855814          0,1.75    0    0,  -1.07056 -0.0921168   0.713168,   1.24228 -0.0259109   0.499018,-1.17114e-05     0.210623 -2.52329e-06     0.977567
14,  3.81199 0.0271709         2, -4.34886 0.0138805   8.59093, -2.07441 0.0459589         0,1.75    0    0,failed,failed,failed
