number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1, 3.45053 0.312293        2,-5.32483 0.360777  7.11945, -3.0503 0.752749        0,   3 1.67    0,failed,failed,failed
2, 3.98511 -0.77556        2,-7.05769 0.928423  6.64813,-3.96364 0.270079        0,   3 1.67    0,failed,failed,failed
3, 3.45805 -0.14507        2,-6.20606 0.742858  8.09284,-4.29317 0.782742        0,   3 1.67    0,failed,failed,failed
4,  3.84089 -0.641481         2,-5.94163 0.309834  8.70127,-3.86724 -0.23953        0,   3 1.67    0,failed,failed,failed
5,  3.09277 -0.431252         2,-4.71195 0.864179  8.03675,-3.04864 0.695091        0,   3 1.67    0,-2.56049 0.605564  1.43645,      0       0 3.33887, -0.0254371    0.317001 -0.00850546    0.948046
6,  3.09782 -0.278223         2,-6.57208 0.309961  6.72115, -4.45787 0.0781284         0,   3 1.67    0,failed,failed,failed
7,   3.50367 -0.0788334          2, -5.75306 0.0371703    7.7256,  -3.66154 -0.0325392          0,   3 1.67    0,failed,failed,failed
8, 3.07977 0.629049        2, -5.98475 0.0105736   7.78391,-4.34139 0.642161        0,   3 1.67    0,failed,failed,failed
9,  4.13555 -0.223165         2,-6.47779 0.738907  8.51619,-4.04699 0.710199        0,   3 1.67    0,failed,failed,failed
10, 3.17031 0.471531        2,  -5.03181 0.00682447    7.48444,-3.15906 0.480116        0,   3 1.67    0,failed,failed,failed
11,  3.86596 -0.106054         2, -6.13903 0.0241309   6.81636,  -3.31955 -0.0778092          0,   3 1.67    0,failed,failed,failed
12,  3.66831 -0.100212         2,-6.37354 0.531942  8.64518,-4.46196 0.578348        0,   3 1.67    0,failed,failed,failed
13,  4.42641 -0.695083         2,-6.56713  0.28344   6.7632, -3.14096 -0.368472         0,   3 1.67    0,failed,failed,failed
14, 3.78533 0.251239        2,-5.61125 0.387217  8.66731,-3.54441 0.757043        0,   3 1.67    0,failed,failed,failed
15,  4.07996 -0.242073         2,-6.38999 0.758931   7.7686,-3.73562 0.686174        0,   3 1.67    0,failed,failed,failed
16, 4.10394 0.386365        2,-5.73468 0.343813   8.1282,-3.18115 0.823129        0,   3 1.67    0,failed,failed,failed
17,  3.50939 -0.663698         2,-6.16872  1.05001   7.6184,-4.01458 0.616998        0,   3 1.67    0,failed,failed,failed
18, 3.46967 0.334666        2,-6.33288 0.224577  7.29223,-4.10549 0.603297        0,   3 1.67    0,failed,failed,failed
19,  3.31476 -0.686484         2,-5.99247 0.570901  8.10523, -4.22953 0.0322578         0,   3 1.67    0,failed,failed,failed
20,  4.06214 -0.239993         2, -5.5441 0.549626  8.29467,-3.07407  0.46747        0,   3 1.67    0,failed,failed,failed
21,   4.1032 -0.312319         2,-6.02207 0.506738  8.14896,-3.48627  0.32631        0,   3 1.67    0,failed,failed,failed
22,  4.13551 -0.148134         2,-7.58586 0.522899  6.94941, -4.4493 0.443624        0,   3 1.67    0,failed,failed,failed
23, 3.59547 0.230211        2,-4.96821 0.253202  8.62643,-3.02007 0.567368        0,   3 1.67    0,failed,failed,failed
24,  3.43959 -0.686217         2,-5.43468  1.22026  7.41961,-3.26033 0.818127        0,   3 1.67    0,failed,failed,failed
25,  3.2129 0.533267        2,-5.99453 0.198323  8.00862,-4.31354 0.782272        0,   3 1.67    0,failed,failed,failed
26,  4.39237 -0.768272         2,-7.59184 0.791631  7.35706, -4.3865 0.147136        0,   3 1.67    0,failed,failed,failed
27,  3.4733 0.227405        2,-6.84744 0.217155  7.02117,-4.47789 0.479564        0,   3 1.67    0,failed,failed,failed
28,  3.8936 0.496532        2,-5.88913 0.153538  7.95362,-3.49387 0.689134        0,   3 1.67    0,failed,failed,failed
29, 4.20453 -0.26448        2,-7.04201 0.205984  8.02083,  -4.36296 -0.0138746          0,   3 1.67    0,failed,failed,failed
30, 3.23097 -0.49253        2,-5.99947  1.09776  7.42988,-4.04724 0.839209        0,   3 1.67    0,failed,failed,failed
31,  3.99009 -0.408567         2,-6.73796 0.755743  7.83872,-4.19028  0.50896        0,   3 1.67    0,failed,failed,failed
32,  3.0272 0.654972        2,-4.84796  0.10924  8.45825,-3.39709 0.799731        0,   3 1.67    0,failed,failed,failed
33, 4.33416 -0.60345        2, -5.8387 0.556492  8.10769,-3.0612 0.10141       0,   3 1.67    0,failed,failed,failed
34,  3.14529 -0.827722         2, -5.71697 0.0290389   7.48937, -3.90291 -0.791921         0,   3 1.67    0,failed,failed,failed
35, 3.68988 0.753755        2, -6.5884 0.023081  6.93931,-3.98074 0.780627        0,   3 1.67    0,failed,failed,failed
36,  3.57903 -0.182325         2,-6.18979 0.413426  7.89034,-4.09448 0.330202        0,   3 1.67    0,failed,failed,failed
37,  3.83258 -0.279131         2,-5.97734 0.398879   7.2426,-3.36821 0.201391        0,   3 1.67    0,-2.69562 0.156508  1.48992,      0       0 3.62548, -0.050468   0.327678 -0.0175317   0.943278
38,    4.2514 0.00474683          2,-6.19841 0.196134  6.99568,-3.06909 0.236386        0,   3 1.67    0,failed,failed,failed
39,  3.59053 -0.761141         2, -6.9226 0.217472  6.89959, -4.36423 -0.511244         0,   3 1.67    0,failed,failed,failed
40,  3.65635 -0.606759         2,-7.19687 0.607274  6.50259, -4.35596 0.0693217         0,   3 1.67    0,failed,failed,failed
41, 4.32786 -0.61526        2,-6.94411 0.189942  6.76538, -3.57871 -0.398992         0,   3 1.67    0,failed,failed,failed
42,  4.45672 0.0376618         2,-7.07871  0.30696  8.39167,-4.29486 0.417164        0,   3 1.67    0,failed,failed,failed
43,  3.46862 -0.648574         2,-5.97506 0.471815  6.80936,  -3.55163 -0.0942259          0,   3 1.67    0,failed,failed,failed
44,  4.15123 -0.815129         2,-5.92511  1.30149  7.42421,-3.04321 0.765182        0,   3 1.67    0,failed,failed,failed
45,   4.2563 -0.594429         2,-6.66064 0.191552   6.5205,   -3.283 -0.377608         0,   3 1.67    0,failed,failed,failed
46,  4.35271 -0.574046         2, -7.39688 0.0736043   7.91722, -4.49871 -0.485968         0,   3 1.67    0,failed,failed,failed
47, 3.14743 0.182179        2,-5.86353 0.523037  7.32911,-3.97887 0.817858        0,   3 1.67    0,failed,failed,failed
48,  3.56176 -0.507553         2,-5.84008 0.744776  8.17228,-3.84191 0.436626        0,   3 1.67    0,failed,failed,failed
49,  3.89518 -0.501268         2,-6.74717 0.613501  6.66442,-3.78853  0.19739        0,   3 1.67    0,-3.00837 0.126453   1.4511,      0       0 3.66719,-0.0518472   0.366149 -0.0204372   0.928886
50,  4.26572 -0.211925         2,-6.53316 0.713309  8.65908,-4.02892 0.693708        0,   3 1.67    0,failed,failed,failed
51,3.41961 0.37129       2, -5.81634 0.0132966   6.59559,-3.35569 0.386779        0,   3 1.67    0,failed,failed,failed
52,  4.43211 -0.255943         2,-6.11984  0.46991  7.54182,-3.02742 0.316835        0,   3 1.67    0,failed,failed,failed
53,   3.33806 -0.0936072          2,-5.38983  0.68023  7.03007,-3.18455 0.729587        0,   3 1.67    0, -2.5725 0.652343   1.4426,     0      0 3.5033, -0.0227169     0.32556 -0.00782437    0.945216
54,   4.15084 -0.0804589          2,-6.19462 0.511522  7.13869,-3.22312 0.528448        0,   3 1.67    0,failed,failed,failed
55,  3.66165 -0.521296         2,-6.22712 0.375834  6.97371,  -3.66967 -0.0788185          0,   3 1.67    0,failed,failed,failed
56,  3.92768 -0.328817         2, -6.51882 0.0151136   7.07186, -3.73975 -0.311041         0,   3 1.67    0, -2.99663 -0.312763   1.48147,      0       0 3.84641,-0.0858322   0.355332 -0.0327871   0.930213
57,  3.28091 -0.445948         2,-5.45256 0.415819  8.51315,-3.83981 0.097088        0,   3 1.67    0,failed,failed,failed
58,  3.30846 -0.736695         2,-6.16283 0.496721  6.69489, -3.85062 -0.159677         0,   3 1.67    0,failed,failed,failed
59, 4.48944 0.548443        2,-7.09321 0.208755  7.30752,-3.81079 0.792721        0,   3 1.67    0,failed,failed,failed
60,  3.98762 -0.473749         2,-6.96477 0.144376  7.53153, -4.30368 -0.301875         0,   3 1.67    0,failed,failed,failed
61,  4.19805 -0.273515         2,-5.60454 0.102298  8.39457, -3.04606 -0.141291         0,   3 1.67    0, -2.49698 -0.151313   1.46598,      0       0 1.31871,-0.00398065    0.270075 -0.00111658     0.96283
62,  3.42578 -0.606921         2,-5.53624 0.658846    7.845,-3.55366 0.223674        0,   3 1.67    0,failed,failed,failed
63, 4.20319 0.235752        2,-6.24524 0.183513  6.87587,-3.11792 0.450879        0,   3 1.67    0,failed,failed,failed
64,  3.44192 -0.378892         2,-6.61534 0.187652  7.13037, -4.33391 -0.158322         0,   3 1.67    0,failed,failed,failed
65, 3.41055 0.143214        2,-5.91433 0.502414  6.56124, -3.4423 0.725354        0,   3 1.67    0,failed,failed,failed
66,  4.22506 -0.804781         2,  -6.287 0.187599  7.70022, -3.48138 -0.574828         0,   3 1.67    0, -2.82124 -0.594526   1.46306,      0       0 1.84665,-0.0484552   0.298221 -0.0151607   0.953145
67,  3.01185 -0.745161         2,-5.15043 0.855066  7.94552,-3.57703 0.348714        0,   3 1.67    0,failed,failed,failed
68,  3.78195 -0.390981         2,-6.23717 0.578063  7.74718,-3.88206 0.319323        0,   3 1.67    0,failed,failed,failed
69, 3.28495 0.504245        2,-5.15617 0.258294  7.41739,-3.15382 0.826791        0,   3 1.67    0,failed,failed,failed
70,  3.77628 -0.478909         2,-6.46297 0.907956  6.80931,-3.69573 0.570802        0,   3 1.67    0,failed,failed,failed
71,  3.81541 -0.530968         2,-7.18381 0.142769   6.6212, -4.24342 -0.370809         0,   3 1.67    0,failed,failed,failed
