number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1, 3.77408 0.343885        2,-5.07509  0.33264  7.57537, -2.6239 0.763231        0,   3 1.67    0,-1.93981 0.718394  1.76245, 2.19173 0.322885  1.39947, -0.0281377    0.244199 -0.00708889    0.969291
2,  4.03461 -0.676978         2,-4.78769  1.07483  8.40125,-2.29161 0.743246        0,   3 1.67    0,-1.63575 0.596007  1.92023, 1.77345 0.254981  1.16189,  -0.017913    0.242362 -0.00447565     0.97001
3, 3.35329 0.810445        2, -5.03186 0.0171028   7.27581,-2.90238 0.831707        0,   3 1.67    0,-2.19417   0.8293  1.75343, 1.69153 0.473481  1.84495, -0.0320459    0.247648 -0.00819606    0.968285
4,  3.71705 -0.126308         2,-5.01891 0.413209  6.52391,-2.23622 0.363826        0,   3 1.67    0,-1.54161 0.306639  1.60792, 2.37933 0.155992  1.62208, -0.0340073    0.237515 -0.00832058    0.970753
5,  4.08448 -0.548319         2,-4.75949 0.604339  8.32504, -2.2019 0.249897        0,   3 1.67    0,-1.49097 0.159626  2.04123,  1.83157 0.0919734   1.22734, -0.0391313    0.238725 -0.00962804    0.970251
6, 3.81536 0.236097        2,-5.29483 0.177831  6.59221,-2.45115 0.446563        0,   3 1.67    0,-1.71846 0.421955  1.62035, 2.31163 0.261511  1.66156, -0.0366606    0.242825 -0.00918375    0.969334
7, 4.36178 0.630186        2,-5.37368 0.122665  8.16401,-2.55681 0.788117        0,   3 1.67    0,-1.83493 0.771638  1.88364, 1.80312 0.357627  1.27086, -0.0338255    0.251689 -0.00880243    0.967177
8,  4.10933 -0.773942         2,-3.81093  0.67439  6.53524,-0.57053 0.054216        0,   3 1.67    0,-0.354602 0.0160049  0.740455,  4.48417 0.0374955  0.222283, -0.0414993    0.197143 -0.00835288     0.97946
9, 3.40736 0.136185        2,-5.07984 0.100063  6.61884,-2.65234 0.255549        0,   3 1.67    0,-1.92956 0.241312  1.65366, 1.98574 0.160156  1.92457,-0.0425212   0.242963 -0.0106611   0.969044
10,  3.88979 -0.823701         2,-4.65124   1.3741  6.51845,-1.65399 0.814081        0,   3 1.67    0,-1.31581 0.714173 0.946246, 4.00951 0.270845 0.569916,-0.00442457    0.222698 -0.00101074    0.974877
11, 3.25785 0.108966        2,-2.94148 0.321765  8.35444,-0.830652  0.556202         0,   3 1.67    0,-0.44962 0.514521  1.75677,  2.4555  0.18564 0.436529, -0.0427539    0.200311 -0.00874993     0.97876
12,  4.23269 -0.647959         2,-5.15652 0.431013  6.91098, -2.01066 -0.126103         0,   3 1.67    0, -1.37867 -0.178928   1.52323,  2.59132 0.0241037   1.34027,-0.0464133   0.234073  -0.011188   0.971046
13,  3.46032 -0.247521         2,-3.74201 0.128347  6.92015,   -1.2611 -0.0855814          0,   3 1.67    0,-0.828652 -0.100414    1.4031,  2.90333 0.0375361   1.06559,-0.0555099   0.206979 -0.0117635   0.976698
14,  3.81199 0.0271709         2, -4.34886 0.0138805   8.59093, -2.07441 0.0459589         0,   3 1.67    0, -1.39229 0.0437817   2.16286,  1.76811 0.0750773   1.17967,-0.0572565   0.232387 -0.0137053    0.97084
15,  3.84633 -0.385929         2,-5.21567 0.543372  8.10081,-2.88201 0.315032        0,   3 1.67    0,-2.03802 0.227105  2.14974, 1.64464 0.163155   1.6761, -0.0353151    0.249154 -0.00909184    0.967777
16,  3.87142 -0.777349         2,-3.7499 0.34411 8.46327, -1.25556 -0.306873         0,   3 1.67    0,-0.796663 -0.348983   1.72745,   2.50699 -0.0442581   0.690835,-0.0626327   0.210114 -0.0134895   0.975575
17,  4.05058 -0.674256         2,-5.12132 0.816792  7.86115,-2.48443 0.368003        0,   3 1.67    0,-1.72921 0.247555  1.95416, 1.97935 0.116077  1.41726, -0.0291641    0.243599 -0.00732854     0.96941
18,  3.49838 -0.357911         2,-4.17537 0.376511  6.83482,-1.67681 0.108758        0,   3 1.67    0, -1.18343 0.0642675   1.43222,  2.73957 0.0450438     1.236, -0.0433825    0.218803 -0.00973804    0.974756
