number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1,2.96765 1.13857       2, -4.60411 -0.861373   6.64761, -2.59351 0.0981406         0,    3 -1.67     0,-2.03237 0.203123  1.45778,  2.35169 0.0694402   1.78776,  0.034348   0.233713 0.00826166   0.971664
2,4.20898 1.02748       2, -4.31604 -0.470059    7.5198,-1.34029 0.423107        0,    3 -1.67     0,-0.760377  0.486265   1.70081,   2.51368 0.00264024    1.06402, 0.058032  0.216342 0.0128832  0.974506
3,3.33859 1.52046       2, -2.95262 -0.947503    8.0855,-0.706473   0.22239         0,    3 -1.67     0,-0.315956  0.347708   1.71928,    2.77576 -0.00451256    0.634398, 0.0482106   0.188989 0.00929008   0.980751
4,1.57442 2.14947       2,-2.05984 -1.35845  7.82745,-1.25457 0.283774        0,    3 -1.67     0,-0.961916  0.476778   1.75925,  3.14371 0.0651288   1.04399, 0.0339838   0.174766 0.00603576   0.984005
5,0.962983  1.26325        2, -2.21734 -0.877651    6.9213,-1.94018 0.114149        0,    3 -1.67     0,-1.57004 0.260653  1.80879,   1.91555 -0.0875892    1.91736, 0.0374921    0.19432 0.00743269   0.980193
6,2.60631 2.47073       2,-3.00663 -2.45653  6.63227, -1.10976 -0.565448         0,    3 -1.67     0,-0.794973 -0.308256   1.24355,     2.91469 -0.000335405        1.041,  -0.013038    0.193729 -0.00257486    0.980965
7,4.45587 1.87968       2,-4.36612 -2.09199  7.76342, -1.14655 -0.804671         0,    3 -1.67     0,-0.728432 -0.604335   1.33711,  2.97418 -0.251748   0.32975, -0.00299337     0.221966 -0.000681429      0.97505
8,4.12434 2.31226       2,-3.99165  -1.4391  7.40014,-0.992033  0.467666         0,    3 -1.67     0,-0.512285  0.640628   1.51913,  2.88575 0.0739826  0.873426, 0.0393877    0.20522 0.00826592   0.977888
9, 1.9775 1.47706       2,-3.05749 -1.12593  7.24721,  -2.01716 0.00602144          0,    3 -1.67     0,-1.48915 0.200461  1.95568,   2.00559 -0.0217203    1.77231, 0.0294143   0.207458 0.00624089   0.977782
10,3.92368 1.94197       2,-5.13968  -1.0277   8.3176, -2.7744 0.602652        0,    3 -1.67     0,-2.00511 0.756475  2.06653, 1.94679 0.201822  1.53751,0.0488319  0.243813 0.0122929  0.968514
11,4.18169 2.35584       2,-3.85259 -2.14194  7.65594,-0.800654 -0.414216         0,    3 -1.67     0,-0.410663 -0.197392   1.35757,  2.96486 -0.129658  0.395929,0.00605817   0.207543 0.00128534   0.978206
12,1.51756 1.56978       2, -2.05034 -0.975061   7.36234,-1.2444  0.2563       0,    3 -1.67     0,-0.928453   0.40655   1.77324,   2.59188 -0.0175473    1.37212, 0.0410358   0.177052 0.00738873   0.983318
13,4.49474 1.12301       2, -6.1467 -1.29139  7.45238, -2.94203 -0.439422         0,    3 -1.67     0, -2.05629 -0.253333   1.88035,   1.9295 -0.140752   1.67346,0.0162426  0.257639 0.0043316  0.966095
14,4.49135 2.33403       2, -5.9794 -2.45064  7.62845, -2.76242 -0.638913         0,    3 -1.67     0, -1.91437 -0.291342   1.91704,   2.01152 -0.0268587    1.49003,-0.00911411     0.25349 -0.00238846    0.967292
15,3.02701 1.55236       2,-4.98684 -1.36238  6.54004,  -2.88198 -0.0619491          0,    3 -1.67     0,-2.1536 0.13704 1.66784,   1.52142 -0.0714606    2.25288,  0.020387   0.246869 0.00519489    0.96882
16,4.11681 2.37993       2,-4.23249 -2.17561  7.46395, -1.24583 -0.376615         0,    3 -1.67     0,-0.723028 -0.107879   1.58884,   2.50684 -0.0540555   0.860965,   0.003524    0.217225 0.000784233    0.976115
17,1.02624  1.0141       2, -2.42752 -0.815253   7.33529,  -2.21667 -0.0749901          0,    3 -1.67     0, -1.77944 0.0718495     2.016,   1.6681 -0.385254   1.90427,  0.035439   0.205073 0.00743049   0.978077
18,1.50723 2.35545       2,-3.23659 -1.21316  7.67224,  -2.788 0.745478        0,    3 -1.67     0,-2.27004 0.939623  1.96419, 1.05344 0.138225  2.36835,0.0449852  0.219436 0.0101293  0.974536
19, 1.9965 1.21668       2,-2.97091 -1.52539   7.2858, -1.88486 -0.776176         0,    3 -1.67     0, -1.42805 -0.541627   1.79243,   2.31863 -0.0637375    1.44144, 0.00213653    0.205527 0.000448695    0.978649
20, 1.4048 1.59532       2,-2.68583 -1.75655  8.33815,-2.30755 -0.83258        0,    3 -1.67     0,  -1.8579 -0.538504   2.14829,  1.39664 -0.661327   1.65752, -0.00127916      0.20879 -0.000273096      0.97796
21,2.11254 2.36275       2,-2.84516 -2.17356  7.86973,  -1.6932 -0.544653         0,    3 -1.67     0, -1.22505 -0.187009   2.04155,   2.07155 -0.0458895    1.34282,-0.00345827    0.200304 -0.00070704    0.979727
22,3.17172 2.13665       2,-3.49677 -1.75212  7.80643, -1.45071 -0.179494         0,    3 -1.67     0, -1.02491 0.0338587   1.59075,   3.30035 -0.0506919   0.653574, 0.0163158   0.205117 0.00341985   0.978595
23,4.48236  1.4347       2,-4.16216 -1.67642  8.19249, -1.03294 -0.786735         0,    3 -1.67     0,-0.575087 -0.602321   1.54384,  2.36509 -0.234221  0.396241,0.00818625    0.22237 0.00186719   0.974926
24,2.53907 1.50905       2,-3.91624 -1.24643  6.81181,  -2.32609 -0.0393846          0,    3 -1.67     0,-1.70844 0.157194  1.78233,   2.16225 -0.0436585    1.82244, 0.0240276   0.224257 0.00553097   0.974218
25,0.657464    2.259        2, -2.7175 -1.44347  6.68731,-2.78376 0.431099        0,    3 -1.67     0,failed,failed,failed
26,2.94633 1.65638       2, -3.7628 -1.09808   8.4556,-2.17926 0.160592        0,    3 -1.67     0,-1.57021 0.338329  2.16194,   1.88538 -0.0243377    1.35327, 0.0389802   0.222341 0.00889689   0.974149
27,1.49755 1.68429       2,-3.40592 -1.03281  7.17848,-2.89195 0.353213        0,    3 -1.67     0,-2.34437 0.519262  1.86521,   0.96246 -0.0570881    2.52082, 0.0381026   0.225161 0.00881242   0.973536
28,2.47824 1.22639       2, -3.08111 -0.346541    8.3569,-1.79024 0.746307        0,    3 -1.67     0, -1.3078 0.800568  2.05372, 2.14761 0.321558  1.41102,0.0677117  0.200861 0.0139183  0.977178
29,1.42471 1.94361       2,-2.24339 -1.13549  7.72515,-1.63683  0.39401        0,    3 -1.67     0, -1.3087 0.560094  1.78456,3.10213 0.06474 1.18597, 0.0401792   0.184154 0.00753442   0.982047
30,2.58925 1.64967       2,-4.11286 -1.07787  8.02977,-2.84603 0.225228        0,    3 -1.67     0,-2.21027 0.391844  2.02479,   1.5442 -0.231751   1.85238, 0.0375351   0.234589 0.00906523   0.971327
31,1.95693  2.2118       2,-3.78636 -2.16423  7.67035, -2.94491 -0.590021         0,    3 -1.67     0, -2.30045 -0.221658    2.0995,  1.24864 -0.126534   2.16405,-0.00614082    0.230289 -0.00145326    0.973102
32,2.94384 1.97929       2,-4.26376 -1.51822  7.26004, -2.42728 0.0667707         0,    3 -1.67     0,-1.74679 0.309077  1.91914,  1.89272 0.0548463   1.82259, 0.0224141    0.23012 0.00530167    0.97289
33,1.13945 1.80344       2,-2.59363  -1.8112  7.14568, -2.23662 -0.554166         0,    3 -1.67     0, -1.79129 -0.243183   1.92529,   1.59528 -0.0915455    2.02211,-0.000456018     0.203298  -9.4685e-05     0.979117
34,3.45356  1.3529       2,-3.30395    -1.26  6.79041,-0.711059 -0.235317         0,    3 -1.67     0,-0.395057 -0.114807   1.16117,   3.36269 -0.0638131   0.675513, 0.0243117    0.19451 0.00482249   0.980587
35,1.72554 1.93359       2,-2.47135 -2.16328  6.95183, -1.44247 -0.839511         0,    3 -1.67     0, -1.12176 -0.558778   1.51257,   2.64623 -0.0391619    1.25644, -0.0141881    0.189894 -0.00274447    0.981698
36,1.09959  1.0872       2,  -2.0312 -0.717006   6.84704,-1.56207 0.147646        0,    3 -1.67     0, -1.2011 0.275068  1.87614,   2.0877 0.0528137   1.83275, 0.0428127   0.185125 0.00807305   0.981749
37,3.41219 1.66182       2, -3.43011 -0.923535   8.36576,-1.28854 0.396181        0,    3 -1.67     0,-0.828902  0.519936   1.81992, 2.70277 0.065123 0.765535,   0.0513  0.203183 0.0106606  0.977738
