number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1,   1.4325 -0.700695         2,-2.87271  1.30212  8.05639,-2.49126  1.07784        0,    3 -1.67     0,-2.19003  2.18635  1.20057, 0.802103 0.0179882   2.63809,   0.1382  0.219675 0.0314531  0.965222
2, 1.77998 0.188422        2,-4.46444 0.796189  7.85807,-4.02595  1.22385        0,    3 -1.67     0,-1.96195 0.837914  2.25085,   1.02725 -0.0328022    2.26297, 0.107277  0.206251 0.0227556  0.972334
3,  2.5451 0.699679        2, -2.881 1.17908 7.38609,-1.26153  2.25759        0,    3 -1.67     0,-3.49497  1.12916  1.61103, 0.334851 -0.217747   2.93108,0.098867 0.258933 0.026654 0.960452
4,    0.935332 -0.000194814            2,-3.36113  1.81809  7.99348,-3.55651  2.42952        0,    3 -1.67     0,-1.02496  2.16077   1.0655, 3.52392 0.806046    1.398, 0.135637  0.181216 0.0252432  0.973718
5, 2.75783 0.202199        2,-4.68904 0.648082  8.37188,-3.45514   1.0609        0,    3 -1.67     0,-3.14374  2.20624   1.6437,  0.551099 -0.0249389    2.89052,  0.15096  0.233351 0.0366984  0.959902
6, 0.527279 -0.623093         2,-2.13986  2.22153  8.40786,-2.44855  2.46632        0,    3 -1.67     0,-2.59945 0.942639  2.41323, 0.967643 0.0485154   2.40949,0.0895155   0.24652 0.0228743  0.964723
7, 0.86157 0.458419        2,  -2.133 0.424616  7.92657,-2.10165  1.04831        0,    3 -1.67     0,failed,failed,failed
8,  2.57395 -0.181424         2,-3.32485  1.90619  7.75968,-1.81288  2.33361        0,    3 -1.67     0,-1.71727 0.971787  2.14317,  1.04364 0.0237179   2.20945,0.0907213  0.190674 0.0177001  0.977292
9, 2.70175 0.014798        2,-2.84791 0.814381   7.0909,-1.00745  1.07547        0,    3 -1.67     0,-1.4651 2.13422 1.41487,1.95172  0.5912 1.96133, 0.152042   0.19872 0.0312227  0.967687
10, 2.92332 0.413524        2,-5.22211 0.524558  8.45427,-3.9125 1.10018       0,    3 -1.67     0,-0.633756  0.968612   1.54853,  3.12957 0.0573093    1.2389, 0.100788  0.181651 0.0187201  0.978005
11, 2.88565 0.112657        2,-3.79357  1.57286  7.85028, -2.113 2.18516       0,    3 -1.67     0,-3.23281   1.0319  1.89369,   1.14786 -0.0686566    2.33268,0.0856611  0.255188 0.0227038  0.962822
12, 1.11241 0.268006        2,-2.51489 0.824368  7.87927,-2.33322  1.39746        0,    3 -1.67     0,-1.63129  1.98544  1.66248, 1.86502 0.577509  1.99873, 0.139025  0.210444 0.0302492  0.967197
13,  2.25489 -0.475054         2,-2.42319  1.22699  6.80102,-0.867293   1.10587         0,    3 -1.67     0,-1.91847  1.26151  2.01354,  0.915939 -0.0664602    2.31468, 0.106985  0.199935 0.0219677  0.973703
14,  2.8319 0.184873        2, -3.3949 0.633295  8.11479,-1.77854  1.04492        0,    3 -1.67     0,-0.609902  0.975541   1.24735, 4.00009 0.144109  1.05361, 0.110268  0.169025 0.0190333  0.979239
15,  2.71748 -0.482515         2,-4.13034  2.09304  7.67472,-2.59271  2.20841        0,    3 -1.67     0,-1.33366  0.96193  1.73836, 2.43047 0.340163  1.32443,0.0951881  0.204217 0.0199563  0.974082
16,  1.85743 -0.107858         2,-4.99852 0.980165  7.59864,-4.45532  1.13002        0,    3 -1.67     0,-2.00692  1.91156  1.82002, 1.27212 0.120073  2.32911, 0.147031  0.221672 0.0338315  0.963379
17,  1.56471 0.0971163         2,-3.96016 0.580727  7.32478, -3.5228 0.843159        0,    3 -1.67     0,-3.83705  1.00878  1.63707, 0.619058 -0.239959   2.96106,0.0971809  0.268938 0.0272856  0.957854
18,   1.99549 -0.0218104          2,-2.52559 0.817837   8.0629,-1.50104  1.11043        0,    3 -1.67     0,failed,failed,failed
19,2.24391  0.7456       2,-3.8034  0.3221 6.69737,-2.4856 1.14613       0,    3 -1.67     0,-1.14828 0.996206  1.77148,2.56025 0.30614 1.34663, 0.101707  0.184724 0.0192235  0.977325
20,  2.62745 -0.299207         2,-4.23205  1.92644  7.94875,-2.87847   2.2071        0,    3 -1.67     0,-1.9288 1.09898 1.64624,  1.18551 -0.154605   2.41726, 0.087779  0.225871 0.0204404  0.969979
21, 2.21096 0.684117        2,-2.10439 0.213345  6.61641,-0.507327    0.9597         0,    3 -1.67     0,-2.35042  1.96673  1.70866, 0.585072 0.0330238   2.61105, 0.145897  0.231363 0.0351169  0.961224
22,0.59174 0.79789       2,-3.53739 0.912909  7.29011,-3.98345  1.97863        0,    3 -1.67     0,-0.314255  0.940126    1.0693, 4.75481 0.158299 0.794024,0.0852944  0.159015 0.0137908  0.983488
23, 1.74587 0.623635        2,-3.49446 0.546513  7.61161,-2.87533  1.34636        0,    3 -1.67     0,failed,failed,failed
24,  1.74013 -0.217313         2,-2.44681 0.987561  6.83312,-1.42487  1.06012        0,    3 -1.67     0,-2.35955   1.2657  1.80823,  0.844561 -0.0818249    2.47284,0.0983343   0.22616 0.0229545  0.968842
25, 0.934887 -0.251681         2,-2.85146  1.04616  7.00083,-2.7581 1.10322       0,    3 -1.67     0,-1.04412 0.906441  1.70899, 2.12135 0.138127   1.8311, 0.106361  0.186507 0.0203152  0.976468
26,  1.73652 -0.322403         2,-2.54326 0.859354  8.12484,-1.78672  0.86808        0,    3 -1.67     0,-2.44086 0.986833  1.31981, 0.226137 -0.353451   2.75031, 0.105491  0.217344 0.0236348   0.97009
27, 1.92733 -0.48182        2,-2.77427  1.68136  8.10556,-1.85964  1.81329        0,    3 -1.67     0,-1.34222 0.717885  2.16495,  1.67345 0.0733844   1.71386,0.0972078   0.19328 0.0192478  0.976127
28,  1.71604 -0.788419         2,-4.92996   1.9141  7.40924,-4.40684  1.58884        0,    3 -1.67     0,-1.41617  1.54452  2.03245, 1.55427 0.275985  1.94207, 0.136597  0.193974 0.0272857  0.971067
29,  2.06729 -0.662362         2,-4.85193    1.239  7.52971,-4.05076 0.899955        0,    3 -1.67     0,-3.97427  1.42089  1.22117,0.366027 -0.32492  3.18277, 0.125235  0.264036 0.0345985  0.955722
30, 1.06818 0.633332        2,-3.52003  1.24844  7.38747,-3.50234  2.25435        0,    3 -1.67     0,failed,failed,failed
31, 2.40735 0.136055        2,-3.48892  1.09979  7.77798,-2.22507   1.5963        0,    3 -1.67     0,failed,failed,failed
32,   1.1665 -0.668732         2,-2.66313  2.08857  6.67924,-2.18125  1.95675        0,    3 -1.67     0,-1.65968  1.41807  2.00918, 1.61202 0.236313  2.06803, 0.115028  0.210128 0.0249037  0.970564
33, 1.99379 0.345471        2,-2.71353  1.22277  6.56952,-1.42837  1.88756        0,    3 -1.67     0,-1.9322 1.76143 1.11919, 0.850692 -0.294287   2.46592,  0.15089  0.200521 0.0312732  0.967494
34, 0.765978 -0.302573         2,-2.08123  1.72889  7.46583,-2.02672  2.01733        0,    3 -1.67     0,-1.16187  1.76747  1.14677, 1.76277 0.293476  2.00462, 0.137138  0.195092 0.0275604  0.970759
35, 1.25897 0.362306        2,-2.82719  1.23593  8.49315,-2.68419  2.08609        0,    3 -1.67     0,-1.8639 1.88208 1.01112, 0.715864 -0.417051   2.25068, 0.146255  0.188837 0.0284539  0.970639
36, 2.24943 0.209656        2,-4.46016  1.11678   7.3339,-3.38077   1.6194        0,    3 -1.67     0,-2.22971  1.88741  2.12218, 0.59653 0.260368  2.53949, 0.131961  0.209463 0.0285414  0.968451
37,   2.0455 -0.205232         2,-4.19337  1.14406  6.56856,-3.05384    1.186        0,    3 -1.67     0,-2.72601  1.45546  1.81339,  0.851306 -0.0109867    2.75158, 0.111651  0.242452 0.0281012  0.963308
38, 2.37574 0.537752        2,-3.17668  1.19094   6.9871,-1.69416  2.06356        0,    3 -1.67     0,-2.55169    1.049  1.38662, 0.828263 -0.327494    2.6822, 0.104739  0.238498 0.0258826  0.965131
39,1.23807 0.41026       2,   -2.86 0.346905  6.79565,-2.43311 0.855557        0,    3 -1.67     0,-1.35283   1.9356  1.29848,  1.7123 0.360033  2.06054, 0.135734  0.202591 0.0283666  0.969396
40,   1.3207 -0.756934         2,-3.99473  1.40368  7.02033,-3.68924  1.00347        0,    3 -1.67     0,-2.01167 0.804439  1.62923, 0.734784 -0.173487   2.55031,0.0843752   0.21425   0.01858   0.97295
41,  2.12149 -0.442099         2,-2.1859 2.16167 6.57244,-0.628772   2.27768         0,    3 -1.67     0,failed,failed,failed
42,   1.1529 -0.123664         2,-3.3622 1.23289 7.78867, -3.329 1.51981       0,    3 -1.67     0,-0.526891   2.17692  0.617377,  2.09513 -0.211242   1.51439,  0.18226  0.174947 0.0329739  0.966999
43,0.728178 0.437326        2,-3.95101  1.34532  6.55796,-4.08583  2.07649        0,    3 -1.67     0,-2.78122  1.31894  1.99911, 0.470237 -0.114536   2.79351, 0.116084  0.230525 0.0277101   0.96572
44, 2.9072 0.38809       2,-5.83244  1.42481  7.90915,-4.37516   2.1671        0,    3 -1.67     0,failed,failed,failed
45, 2.15877 -0.26331        2,-3.86056  1.22213  8.36107,-3.05713  1.38787        0,    3 -1.67     0,-3.91004  2.05347  1.20212, 0.841372 0.0213439   2.95862,  0.12326  0.263664 0.0339915  0.956103
46,  1.22191 -0.829689         2,-4.36106    1.901  7.76559,-4.38605  1.61484        0,    3 -1.67     0,-2.37341  1.17143  2.31147,   1.13042 -0.0771994    2.30039, 0.107979  0.224957 0.0250926  0.968042
