number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1,3.88341 1.94691       2,-5.64494 -2.35733  8.27725,-3.26659 -1.03893        0,    3 -1.67     0,  -2.7216 -0.811344   1.44385,      0       0 3.23798, -0.0184187    0.328061 -0.00639782    0.944455
2,3.81832 1.49074       2,-3.76647  -2.8215  7.75968,-1.03172 -2.14248        0,    3 -1.67     0,failed,failed,failed
3,4.31704 1.78132       2,-4.39143 -3.20244  7.85028,-1.23916 -2.27053        0,    3 -1.67     0,failed,failed,failed
4,1.96715 1.67172       2,-3.82713  -2.4383  7.39785,-2.8906 -1.4232       0,    3 -1.67     0,failed,failed,failed
5,1.96605 1.66178       2,-2.07544 -2.06181  8.33484,-0.92169 -1.20699        0,    3 -1.67     0,-0.700241 -0.986993   1.44965,      0       0 2.32038, -0.0269626    0.199524 -0.00549223    0.979507
6,4.04797 1.19323       2,-4.84045 -2.60796  7.67472,-2.01033 -2.07089        0,    3 -1.67     0,-1.48316 -1.78686   1.4944,      0       0 3.12149,-0.0668313   0.270652 -0.0188383    0.96017
7, 2.50761 0.948604        2, -4.1034 -1.48761  7.15338, -2.65178 -0.921838         0,    3 -1.67     0,failed,failed,failed
8,4.17398 1.47128       2,-4.07969 -2.28862  6.72764,-0.788112  -1.31235         0,    3 -1.67     0,failed,failed,failed
9,0.789526  1.43558        2,-3.83998 -2.44275  7.52556,-4.12098 -1.68817        0,    3 -1.67     0,failed,failed,failed
10,3.90391 1.37435       2,-4.97607 -2.79835  7.94875,-2.38132 -2.16022        0,    3 -1.67     0,failed,failed,failed
11,3.86323 2.25632       2,-6.88645  -3.1248  7.91265,-4.34269 -1.46721        0,    3 -1.67     0,failed,failed,failed
12,0.646785  2.45839        2,-4.04986 -3.95668  7.29011,-4.29448 -2.36918        0,    3 -1.67     0,failed,failed,failed
13,2.75199 1.27123       2,-3.71113 -2.10188  7.36948,-1.99278 -1.41607        0,    3 -1.67     0,failed,failed,failed
14,2.97034 1.49156       2,-3.21494 -1.86589  6.89003, -1.08995 -0.864956         0,    3 -1.67     0,failed,failed,failed
15,3.60906 1.89798       2,-5.25507 -2.40712  6.91205, -2.63962 -0.964266         0,    3 -1.67     0,failed,failed,failed
16,2.63336 1.88911       2,-4.66762 -2.28036  8.60584,-3.53599 -1.12491        0,    3 -1.67     0,failed,failed,failed
17, 2.0421 2.49736       2,-3.77755 -3.12701  7.68464,-2.77992 -1.49425        0,    3 -1.67     0,failed,failed,failed
18,1.40908 2.29579       2, -4.0267 -3.57321  7.38747,-3.56936 -2.12196        0,    3 -1.67     0,failed,failed,failed
19, 1.5664 1.00923       2,-2.88417 -2.61307  6.67924,-2.00497 -2.22644        0,    3 -1.67     0,failed,failed,failed
20,2.89006 2.01136       2,-2.95138 -3.60255  6.56952,-0.661609  -2.32393         0,    3 -1.67     0,-0.286247  -1.86575   1.47464,      0       0 2.43429, -0.110041   0.216973 -0.0246234   0.969643
21,3.92024 1.15039       2,-4.14645 -2.02228  7.19981,-1.27014 -1.38103        0,    3 -1.67     0,-0.787471  -1.14563    1.4674,      0       0 3.37466, -0.0291231    0.232701 -0.00697157    0.972087
22,3.50119 2.20135       2, -3.5689 -3.63892   6.9871,-0.856989  -2.24233         0,    3 -1.67     0,failed,failed,failed
23,0.865085  2.10212        2,-4.60135  -3.4625  6.55796,-4.49093 -1.92826        0,    3 -1.67     0,failed,failed,failed
24,4.35152 2.05347       2,-7.10992 -3.37165  7.90915,-4.03724 -1.92463        0,    3 -1.67     0,failed,failed,failed
25, 4.3191 1.27321       2,-6.05161 -2.83858  8.68145, -3.3548 -2.32633        0,    3 -1.67     0,failed,failed,failed
26,1.76758 1.71739       2,-4.80737 -3.06596  7.22328,-4.06826 -2.00449        0,    3 -1.67     0,failed,failed,failed
27,3.75069 1.33701       2,-6.60073 -2.97828   7.2702, -3.9292 -2.12819        0,    3 -1.67     0,-3.20696 -1.80231  1.49913,      0       0 3.66258,-0.0728825   0.341155 -0.0265416   0.936801
