number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1,0.925564  1.37103        2,  -2.10831 -0.0241259    7.46583,-1.94031  1.33823        0,4 0 0,-1.6053 1.34207 1.83585, 1.18341 0.262211  2.38496, 0.0320061   0.212943 0.00697937   0.976515
2,1.71436 2.02799       2, -3.10291 -0.587512   8.49315,-2.60609  1.20995        0,4 0 0,-2.3376 1.26079 1.26538,    3.063 0.0246463   1.18658,  0.017774   0.235071 0.00429937   0.971806
3,3.92024 1.15039       2,-4.14645 0.977717  7.19981,-1.32945  2.38825        0,4 0 0,-0.99063  2.30835  1.07985, 3.71521 0.634547  1.07997,0.0748758  0.222898 0.0171738   0.97181
4,3.29909 1.87716       2, -5.28022 -0.723677    7.3339,-3.22646 0.982805        0,4 0 0,-2.48329  1.08466  1.78372, 1.30507 0.221388  2.59368,0.00759613   0.268372  0.0021163   0.963283
5,3.50119 2.20135       2,  -3.5689 -0.638923    6.9871,-1.04511  1.38745        0,4 0 0,-0.709439   1.44754   1.15907, 4.16851 0.327685 0.798884, 0.0188299   0.213562 0.00411713   0.976739
6,4.35152 2.05347       2,-7.10992 -0.37165  7.90915,-4.23596  1.60458        0,4 0 0,-3.36674  1.65002  1.76832, 1.00302 0.417482  2.93029, 0.0275244    0.29132 0.00838576   0.956193
7, 4.3191 1.27321       2,-6.05161 0.161418  8.68145,-3.49694  1.48169        0,4 0 0,-2.5427 1.45624 2.29585, 1.47658 0.398992  2.24913,0.0356774  0.274961 0.0102108  0.960739
8,1.76758 1.71739       2,  -4.80737 -0.0659617    7.22328,-4.23267  1.63506        0,4 0 0,failed,failed,failed
9,3.75069 1.33701       2, -6.60073 0.0217227    7.2702,-4.07464  1.36276        0,4 0 0,-3.26494   1.3601  1.64295, 1.13944 0.382177  2.89432, 0.0300898   0.294063 0.00926267   0.955267
10,1.71779 1.77226       2,  -5.12217 -0.0214901    6.67211,-4.39864   1.7466        0,4 0 0,failed,failed,failed
11,2.52849  2.1686       2, -3.25713 -0.584325   6.72708,-1.5819  1.4312       0,4 0 0,-1.29101  1.48339  1.09521, 3.22793 0.688157  1.45437, 0.0201833   0.218399 0.00451807    0.97564
12, 2.2987 1.50749       2, -4.81276 -0.473328   6.88022,-3.58104 0.929227        0,4 0 0,-2.95955  0.99035  1.55788, 1.16882 0.162199  2.87071, 0.0111081   0.273039 0.00315298   0.961934
