number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1,0.925564  1.37103        2,  -2.10831 -0.0241259    7.46583,-1.94031  1.33823        0,    3 -1.67     0,-1.60732  1.34204  1.82691, 0.878135 0.0611468   2.31137,0.0901885  0.191241 0.0176496  0.977232
2,1.71436 2.02799       2, -3.10291 -0.587512   8.49315,-2.60609  1.20995        0,    3 -1.67     0,-2.07168  1.31114  2.24356, 1.02385 0.243518  2.20361,0.0715418  0.212659  0.015614  0.974379
3,3.92024 1.15039       2,-4.14645 0.977717  7.19981,-1.32945  2.38825        0,    3 -1.67     0,-1.01832  2.31488  1.00412, 3.64194 0.732072  1.25811, 0.130935    0.2001 0.0269933  0.970612
4,3.29909 1.87716       2, -5.28022 -0.723677    7.3339,-3.22646 0.982805        0,    3 -1.67     0,-2.40425  1.09549  1.93364,    1.42803 -0.00129182     2.33651,0.0577344  0.249393 0.0148966  0.966565
5,3.50119 2.20135       2,  -3.5689 -0.638923    6.9871,-1.04511  1.38745        0,    3 -1.67     0,-0.644407   1.45918   1.34725, 3.54489 0.195628  1.11313,0.0733305  0.191375 0.0143395  0.978669
6,4.35152 2.05347       2,-7.10992 -0.37165  7.90915,-4.23596  1.60458        0,    3 -1.67     0,-3.40508  1.64802   1.7041,  1.27436 0.0482435   2.53927,0.0753778   0.27174 0.0213549  0.959176
7, 4.3191 1.27321       2,-6.05161 0.161418  8.68145,-3.49694  1.48169        0,    3 -1.67     0,-2.48742  1.45476  2.39968,  1.3647 0.186278  2.08458,0.0893152  0.259761 0.0241364  0.961231
8,1.76758 1.71739       2,  -4.80737 -0.0659617    7.22328,-4.23267  1.63506        0,    3 -1.67     0,failed,failed,failed
9,3.75069 1.33701       2, -6.60073 0.0217227    7.2702,-4.07464  1.36276        0,    3 -1.67     0,-3.29301  1.36019  1.59653,0.848905 0.222149  2.83088,0.0815818  0.278038 0.0237069  0.956806
10,1.71779 1.77226       2,  -5.12217 -0.0214901    6.67211,-4.39864   1.7466        0,    3 -1.67     0,failed,failed,failed
11,2.52849  2.1686       2, -3.25713 -0.584325   6.72708,-1.5819  1.4312       0,    3 -1.67     0,-1.30094  1.48161  1.06405, 3.15729 0.549358  1.46272,0.0746791  0.197255 0.0150716  0.977387
12, 2.2987 1.50749       2, -4.81276 -0.473328   6.88022,-3.58104 0.929227        0,    3 -1.67     0,-2.99358 0.987003  1.48749,   0.631752 -0.00513715     2.86618, 0.064402  0.258203 0.0172535  0.963787
13, 2.10735 0.996482        2, -4.69951 0.0732058   8.21909,-4.08438  1.09293        0,    3 -1.67     0,-3.42356  1.08264  1.92344, 0.724841 -0.155295   2.71524,0.0768692  0.252988 0.0201691    0.9642
14,0.78161 1.34899       2, -3.93665 -0.359897   7.51219,-4.33027 0.881651        0,    3 -1.67     0, -4.0031 0.911562  1.13451, 0.711426 -0.206398   2.93269,0.0632402  0.249164 0.0163075  0.966257
15,3.84842 1.01485       2,-6.57673 0.896812  7.57841,-4.07949  2.09591        0,    3 -1.67     0,-3.32123  1.99251  1.60072,0.872427   0.3117  2.86984, 0.116206  0.276329 0.0336798  0.953417
16,2.26571 1.42497       2, -3.25274 -0.275136   6.97739,-1.91504  1.07134        0,    3 -1.67     0,-1.42623  1.11269  1.70219, 2.01313 0.318265  1.92298,0.0744106  0.207687 0.0158466  0.975232
17, 3.08148 0.918848        2,-3.95254 0.354674  6.51502,-1.7488 1.35229       0,    3 -1.67     0,-1.34789  1.31631  1.21395,2.85383 0.51256 1.62447,0.0924459  0.211257 0.0200751  0.972842
18,4.06991 2.28171       2,-7.56212 -1.16176  6.88532,-4.44147 0.974115        0,    3 -1.67     0,-3.77302  1.07681  1.22708,0.752871 0.248391  2.93427,0.0522202  0.297661 0.0163088  0.953103
19,4.12445 1.68839       2,-3.83414 0.512134  7.05755,-0.738639   2.33796         0,    3 -1.67     0,-0.430963   2.29686   1.05045,  4.3299 0.522255 0.987461, 0.119224   0.18365 0.0224458  0.975477
20, 2.5606 2.13521       2, -3.27548 -0.431419   7.76555,-1.82667  1.55736        0,    3 -1.67     0,-1.44998  1.60697  1.50662, 2.24937 0.506614  1.65302,0.0836789   0.20124  0.017257  0.975809
21,2.52798 1.08112       2,-4.62262 0.463288  7.87805,-3.46538  1.68179        0,    3 -1.67     0,-2.96297  1.63144  1.51472,  0.984817 -0.0465638    2.46491, 0.103486    0.2497 0.0268499  0.962403
22,2.95917 1.05235       2, -3.9869 0.159472  6.59365,-1.94444  1.24849        0,    3 -1.67     0,-1.46243  1.22921  1.39225, 2.26102 0.314969  1.85465,0.0863557  0.217209 0.0192955  0.972106
23,0.886407  1.23398        2,-2.10246  0.33179   8.4237,-2.10437  1.70595        0,    3 -1.67     0,-1.80287  1.65837  1.88228,0.747812 0.383821  2.22758, 0.108747  0.192923 0.0215192  0.974932
24,1.67634 1.42322       2,-3.23193 0.433112  7.82343,-2.67318   2.0061        0,    3 -1.67     0,-2.23987  1.94804  1.70897,0.295971 0.230773  2.76932,0.114897 0.219998 0.026103 0.968359
25, 1.6184 1.44651       2,-2.22125 0.437138  8.27481,-1.51324  2.06281        0,    3 -1.67     0,-1.24152  2.00934  1.61965, 1.64874 0.588522  1.82003, 0.122588  0.183601 0.0230831  0.975054
26,4.20126 2.42933       2, -4.20353 -0.630899   6.88966,-1.02402  1.64508        0,    3 -1.67     0,-0.680041    1.6967   1.04942, 4.28133 0.356722 0.829479,0.0776086  0.196671 0.0156184  0.977268
27,1.66867 1.88329       2, -3.2152 0.299054  8.34301,-2.77301  2.29643        0,    3 -1.67     0,-2.38938  2.26074  1.62856,0.740496 0.551833  2.56522,  0.11987  0.219796 0.0272244   0.96777
28,3.95015 1.44091       2,-6.70588 0.347494  7.61597,-4.11506  1.85884        0,    3 -1.67     0,-3.36274  1.81986  1.60144,0.704666  0.35046  2.94376, 0.100215  0.278598 0.0292441  0.954717
29,1.38069 2.22065       2, -2.07342 -0.524469    8.0579,-1.52177  1.48648        0,    3 -1.67     0,-1.27283  1.54944  1.55292, 2.08087 0.427872  1.61029,0.0832209    0.1785 0.0151535  0.980297
30,2.22674 1.68244       2, -2.40781 -0.389842   7.86837,-1.08769  1.14581        0,    3 -1.67     0,-0.787327   1.19444   1.59232, 3.62436 0.289898 0.950683,0.0764682   0.17439 0.0135851  0.981609
31,4.26298 2.30316       2, -7.27094 -0.742194   6.85515,-3.97426  1.46233        0,    3 -1.67     0,-3.3197 1.52914 1.25168, 1.21045 0.338929  2.61665,0.0698875   0.28528 0.0208624  0.955665
32,2.15795 2.45664       2,-4.25988   -1.233  7.21631,-3.21056 0.902764        0,    3 -1.67     0,-2.6321 1.07019 1.67067, 0.856228 0.0368085   2.60765,0.0477731  0.241992 0.0119302  0.969028
33,3.48528 2.36022       2,-4.30871 -0.46026  7.07298,-1.91507  1.78335        0,    3 -1.67     0,-1.53872  1.82355  1.13856, 2.58549 0.589672  1.65959, 0.085239  0.216061 0.0189382  0.972468
34,3.84355 1.97328       2,  -5.05086 -0.0797207    8.22248,-2.73736  1.86941        0,    3 -1.67     0,-2.09749  1.87951  1.79771, 1.50359 0.557121  2.07842,0.0956277  0.237062 0.0234557  0.966492
35,3.42469 2.38901       2, -4.88589 -0.788288   7.91351,-2.87189  1.37313        0,    3 -1.67     0,-2.16473  1.48722  1.92006, 1.53814 0.373869  2.06846,0.069658 0.240635 0.017317 0.967958
36,3.27832 2.13644       2,  -3.5957 -0.664622   6.79371,-1.24042  1.30121        0,    3 -1.67     0,-0.89843  1.36442  1.15859, 3.82176 0.326523  1.08382,0.0690222  0.194142 0.0136953  0.978446
37,3.30249 2.07453       2, -3.19881 -0.874572   6.70661,-0.734419  0.970821         0,    3 -1.67     0,-0.381785   1.06723   1.28236,  3.38775 0.0900442   1.09126,0.0600669  0.184726 0.0113121  0.980888
