number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1,3.50915  1.7462       2,-6.38827 -1.42285  6.90134, -3.92122 0.0912444         0,1.75    0    0,failed,failed,failed
2,2.40397 1.77862       2, -4.73154 -0.940155   7.13153,-3.46285 0.612884        0,1.75    0    0,failed,failed,failed
3,1.01767 1.46538       2,-4.28399 -1.23324  7.04096,  -4.32346 -0.0721775          0,1.75    0    0,-3.38069  0.19922  2.38665,0.834069 0.294798  2.55974,-0.0288711   0.238722 -0.0071007   0.970633
4,1.39129 2.02293       2,-4.17507 -1.64127  7.00749,  -3.79946 -0.0176134          0,1.75    0    0,-3.03617 0.282445  2.06902, 1.30147 0.370835   1.9779, -0.0364392    0.231312 -0.00867023    0.972158
5,3.59504 2.18592       2,-5.81958 -1.88431    6.901,  -3.26524 -0.0353527          0,1.75    0    0,-2.53537 0.200971  1.57067, 2.24585 0.229683  1.00738, -0.0392188    0.246301 -0.00997539    0.968348
6,3.22263 2.23746       2,-6.02362 -1.26677  7.03816,-3.91447 0.736516        0,1.75    0    0,-2.95191 0.938944  1.96062,1.45077 1.16464 1.76097,-0.00773689    0.256015 -0.00204912     0.96664
7,1.54107 1.30758       2, -4.16368 -0.857646   7.50296,-3.81349  0.20463        0,1.75    0    0,failed,failed,failed
8,0.743358  2.48436        2,-3.54794 -2.70686  6.76365,-3.60525 -0.83336        0,1.75    0    0,failed,failed,failed
9,1.37489 1.54436       2, -3.95347 -0.819234   7.37897,-3.70846 0.490996        0,1.75    0    0,failed,failed,failed
10, 3.81886 0.935707        2, -6.47312 -0.542475   7.50672,-3.98314 0.281867        0,1.75    0    0,failed,failed,failed
11, 3.77824 0.946771        2, -6.95514 -0.648138   7.35655,-4.41733 0.183039        0,1.75    0    0,-3.30408 0.286781  2.06114, 1.2211 0.27694 1.87827, -0.0079425    0.272176 -0.00224665    0.962212
12,4.27009 1.83062       2,-7.06771 -1.83513  8.49062,  -4.4459 -0.432484         0,1.75    0    0, -3.55731 -0.201762   1.94314, 1.30033 0.016367  1.30487,-0.0432162   0.277398 -0.0124915   0.959701
13,4.32107 2.39928       2,-6.95906 -2.36723  7.69148, -3.92543 -0.405892         0,1.75    0    0, -3.10601 -0.127156   1.70371,  1.63729 0.0524697   1.18656, -0.053601   0.266779 -0.0148621   0.962151
14,1.70306 1.71696       2,-4.04096 -1.85499   8.5069, -3.72592 -0.775201         0,1.75    0    0, -3.15381 -0.512576    1.9934,  1.35084 -0.047944   1.24922,-0.0580311   0.233963 -0.0139911   0.970411
15,4.08098  2.0482       2,-6.07002  -2.4227  7.11732, -3.06969 -0.805819         0,1.75    0    0, -2.46121 -0.562958    1.3627,  2.36762 -0.149741  0.738332,-0.0690251   0.246622 -0.0176133    0.96649
16,  0.7307 0.862239        2,  -3.7847 -0.738987   7.22843,  -4.12009 -0.0849077          0,1.75    0    0,failed,failed,failed
17, 4.06331 0.927613        2,-6.95547 -1.06021  6.60516, -3.76974 -0.266369         0,1.75    0    0,failed,failed,failed
18,0.859659  2.37397        2,-3.27631  -1.3397  7.06158,-3.33982 0.656782        0,1.75    0    0,failed,failed,failed
19,0.786913  1.79269        2,-3.92499  -1.6053  7.33056,-4.22481 -0.25708        0,1.75    0    0,failed,failed,failed
20,3.72919 1.41351       2, -5.31961 -0.947123   8.30029,-3.16157 0.186649        0,1.75    0    0,-2.65576 0.276705  1.42662, 2.13008 0.204019  0.45412, -0.0126254    0.248311 -0.00323668    0.968593
21,2.21914 1.57371       2,-4.48722 -1.46435  7.33284, -3.42747 -0.268997         0,1.75    0    0,failed,failed,failed
22, 2.45738 0.900233        2, -4.32654 -0.740947   7.71292,  -3.14963 -0.0600017          0,1.75    0    0, -2.61858 0.0309441   1.62602,  1.79831 0.0346256  0.988325,  -0.017249    0.232978 -0.00413304     0.97232
