number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1,0.925564  1.37103        2,  -2.10831 -0.0241259    7.46583,-1.94031  1.33823        0,   3 1.67    0,-1.67613  1.34126  1.51091,2.28707 0.54986 1.41087,  -0.022416    0.190876 -0.00435999    0.981349
2,1.71436 2.02799       2, -3.10291 -0.587512   8.49315,-2.60609  1.20995        0,   3 1.67    0,-2.16796  1.29291  1.91033, 1.26464 0.612519  1.58378, -0.0378471     0.22318 -0.00867217    0.974004
3,3.92024 1.15039       2,-4.14645 0.977717  7.19981,-1.32945  2.38825        0,   3 1.67    0,-0.997184    2.3099   1.06203, 2.79263 0.596397  0.62291, 0.0261788   0.224609 0.00603647   0.974079
4,3.29909 1.87716       2, -5.28022 -0.723677    7.3339,-3.22646 0.982805        0,   3 1.67    0,-2.54425  1.07631  1.66427,1.35971 0.66846 2.02345,-0.0429596   0.254867 -0.0113349   0.965955
5,3.50119 2.20135       2,  -3.5689 -0.638923    6.9871,-1.04511  1.38745        0,   3 1.67    0,-0.797935    1.4317  0.890838, 3.46144 0.432866 0.368876, -0.0367144    0.208832 -0.00784578    0.977231
6,4.35152 2.05347       2,-7.10992 -0.37165  7.90915,-4.23596  1.60458        0,   3 1.67    0,-3.4325 1.64658 1.65761,0.700102  0.97826  2.44938, -0.0203996    0.287731 -0.00613029    0.957474
7, 4.3191 1.27321       2,-6.05161 0.161418  8.68145,-3.49694  1.48169        0,   3 1.67    0,-2.67553  1.45978  2.03609,0.954789 0.666988  1.85087, -0.0152015    0.271993 -0.00429727     0.96217
8,1.76758 1.71739       2,  -4.80737 -0.0659617    7.22328,-4.23267  1.63506        0,   3 1.67    0,failed,failed,failed
9,3.75069 1.33701       2, -6.60073 0.0217227    7.2702,-4.07464  1.36276        0,   3 1.67    0,-3.37103  1.36045   1.4648,0.860653 0.734424  2.50726,-0.0189479   0.282119 -0.0055731   0.959176
10,1.71779 1.77226       2,  -5.12217 -0.0214901    6.67211,-4.39864   1.7466        0,   3 1.67    0,failed,failed,failed
