number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1, 2.5606 2.13521       2,-2.95661 -2.12749  7.76555,-1.36711 -0.69106        0,4 0 0,-0.958662 -0.397153   1.75335,  3.31904 -0.110734   1.09753,-0.0603066   0.209198 -0.0129272   0.975926
2,2.52798 1.08112       2,-3.96697 -1.34462  7.87805, -2.68677 -0.686441         0,4 0 0, -1.96189 -0.440739   2.26352,   1.54931 -0.0472471    2.30007,-0.0427322   0.244524 -0.0107874   0.968641
3,0.886407  1.23398        2,-2.07685 -1.45968   8.4237,  -2.0428 -0.824774         0,4 0 0, -1.65306 -0.550849    2.3443,   1.3141 -0.103947   2.18045,-0.0500028   0.207374 -0.0106142   0.976925
4,1.67634 1.42322       2,-2.92395 -1.37103  7.82343, -2.26164 -0.423281         0,4 0 0,-1.71431 -0.16664  2.23436,  1.60995 0.0494306   2.22341,  -0.038856    0.224537 -0.00896073    0.973649
5, 1.6184 1.44651       2,-2.16593  -1.3675  8.27481, -1.41601 -0.469323         0,4 0 0, -1.03963 -0.231686   2.16538,   2.22518 -0.0190406    1.53286, -0.0405333    0.202339 -0.00838217    0.978441
6,3.85046 2.15976       2,-4.99659 -1.13395  7.66691,-2.47868  0.72339        0,4 0 0,-1.67767 0.905174  2.03261, 2.08583 0.480455  1.88159,-0.00581175    0.253808 -0.00152504    0.967236
7,1.66867 1.88329       2, -2.9114 -1.48833  8.34301,-2.34946  -0.1708        0,4 0 0,-1.79468 0.112807  2.38766,   1.4289 0.0797436   2.16762, -0.0343525    0.225866 -0.00797014     0.97352
8,3.95015 1.44091       2,-5.52941 -1.44594  7.61597,   -2.905 -0.351716         0,4 0 0,  -2.0421 -0.126068   2.02485,  2.12475 -0.182232    2.0396, -0.0347878    0.259614 -0.00935855     0.96504
9,1.38069 2.22065       2,-2.05507 -2.20891   8.0579, -1.43523 -0.806066         0,4 0 0, -1.08065 -0.424946   2.13597,   2.17614 -0.0503751     1.6736,-0.0660798   0.197317 -0.0133317   0.978019
10,4.26298 2.30316       2, -5.9532 -2.39942  6.85515, -2.66962 -0.491004         0,4 0 0,  -1.8451 -0.158681   1.71471, 2.12763 0.155669  2.06458,-0.0561889   0.260731 -0.0152027   0.963655
11,1.75911 1.49924       2, -2.37217 -0.696465   7.57055,-1.45842 0.554583        0,4 0 0,-1.09465 0.661386  1.81006, 2.67177 0.249833  1.53133, -0.00200656     0.205777 -0.000421934     0.978597
12,3.48528 2.36022       2,-3.73154 -2.15273  7.07298,-1.19467 -0.33965        0,4 0 0, -0.740193 -0.0774595    1.50185,  3.17577 0.0442502   1.17012,-0.0531775    0.21931  -0.011972   0.974131
13,3.84355 1.97328       2,-4.28814 -1.81976  8.22248, -1.81205 -0.426778         0,4 0 0, -1.17284 -0.155519   2.02013,  2.40537 -0.016577    1.3128,-0.0454035   0.238357 -0.0111564   0.970052
14,3.42469 2.38901       2,-4.16442 -2.43975  7.91351, -1.95913 -0.765132         0,4 0 0, -1.32015 -0.390778   2.01191,   2.45459 -0.0709584    1.52257,-0.0651768   0.233763 -0.0157075   0.969979
15,3.27832 2.13644       2,-3.19677 -2.33154  6.79371,-0.709058 -0.771726         0,4 0 0,-0.353642 -0.512505   1.32058,  3.3996 0.010386  1.05401,-0.0693847    0.20485 -0.0145597   0.976222
16,2.96425 1.52922       2,-3.88373 -1.61988   8.0863, -2.19241 -0.621592         0,4 0 0, -1.51473 -0.338935   2.22926,    1.9889 -0.0521039    1.83638,-0.0466716   0.236083 -0.0113528   0.970545
17,2.96765 1.13857       2, -3.95308 -0.861373   6.64761, -1.89752 0.0784495         0,4 0 0,-1.28325   0.2123  1.73582,  2.42976 0.0793179   1.93894, -0.0171333    0.234581 -0.00413521    0.971937
18,4.20898 1.02748       2, -3.73703 -0.470059    7.5198,-0.67698 0.412901        0,4 0 0,-0.305595  0.459615   1.29565, 3.97085 0.120641 0.401069,0.000672801    0.218509 0.000150654    0.975835
19,3.21634 1.17307       2,-4.67724 -1.42068  7.61183, -2.73453 -0.634469         0,4 0 0, -1.92584 -0.388833    2.1274,  1.70464 0.0279267   2.23779,-0.0422513   0.252738 -0.0110481   0.966549
