number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1,3.88341 1.94691       2,-5.64494 -2.35733  8.27725,-3.26659 -1.03893        0,1.75    0    0, -2.49634 -0.717274    1.9595, 0.877935 -0.263569   1.21028,-0.0752469   0.252991 -0.0197408   0.964336
2,3.81832 1.49074       2,-3.76647  -2.8215  7.75968,-1.03172 -2.14248        0,1.75    0    0,failed,failed,failed
3,4.31704 1.78132       2,-4.39143 -3.20244  7.85028,-1.23916 -2.27053        0,1.75    0    0,-0.882783  -2.01064   1.20644,  1.10054 -0.786101  0.669326, -0.146384   0.204925 -0.0310127   0.967272
4,1.96715 1.67172       2,-3.82713  -2.4383  7.39785,-2.8906 -1.4232       0,1.75    0    0,-2.40469 -1.11362    1.618,  1.38394 -0.356597   1.38414,-0.0912866   0.215123 -0.0202014   0.972101
5,1.96605 1.66178       2,-2.07544 -2.06181  8.33484,-0.92169 -1.20699        0,1.75    0    0,failed,failed,failed
6,4.04797 1.19323       2,-4.84045 -2.60796  7.67472,-2.01033 -2.07089        0,1.75    0    0,-1.49561 -1.79356  1.48624,  1.47253 -0.446169   0.77777,-0.118254   0.22154 -0.027076  0.967576
7, 2.50761 0.948604        2, -4.1034 -1.48761  7.15338, -2.65178 -0.921838         0,1.75    0    0,  -2.1228 -0.730064   1.59629,   1.42957 -0.0394035    1.21646,-0.0592064   0.221913 -0.0135008   0.973174
8,4.17398 1.47128       2,-4.07969 -2.28862  6.72764,-0.788112  -1.31235         0,1.75    0    0,failed,failed,failed
9,0.789526  1.43558        2,-3.83998 -2.44275  7.52556,-4.12098 -1.68817        0,1.75    0    0,-3.58539 -1.34746  1.76012,  0.418898 -0.0894965     2.3195, -0.092812   0.228258 -0.0218646    0.96892
10,3.90391 1.37435       2,-4.97607 -2.79835  7.94875,-2.38132 -2.16022        0,1.75    0    0,-1.80601 -1.83669  1.62539,   1.3262 -0.520408  0.947763, -0.120938   0.226787 -0.0283928   0.965989
11,3.86323 2.25632       2,-6.88645  -3.1248  7.91265,-4.34269 -1.46721        0,1.75    0    0,-3.42796 -1.05215  1.92015, 0.290677 -0.321162   2.19895,-0.0927824    0.26829 -0.0259702   0.958508
12,0.646785  2.45839        2,-4.04986 -3.95668  7.29011,-4.29448 -2.36918        0,1.75    0    0,failed,failed,failed
13,2.75199 1.27123       2,-3.71113 -2.10188  7.36948,-1.99278 -1.41607        0,1.75    0    0,-1.58059 -1.18262  1.42078, 1.73253 -0.28949 0.737277,-0.0906592   0.207566 -0.0193237   0.973819
14,2.97034 1.49156       2,-3.21494 -1.86589  6.89003, -1.08995 -0.864956         0,1.75    0    0,failed,failed,failed
15,3.60906 1.89798       2,-5.25507 -2.40712  6.91205, -2.63962 -0.964266         0,1.75    0    0, -2.07633 -0.706251   1.39228,   1.49134 -0.0197006    1.11921,-0.0774379   0.235089  -0.018793   0.968702
16,2.63336 1.88911       2,-4.66762 -2.28036  8.60584,-3.53599 -1.12491        0,1.75    0    0, -2.78717 -0.759075   2.25007, 0.543256 -0.290267   1.54369,-0.0761993   0.242161 -0.0190812   0.967051
17, 2.0421 2.49736       2,-3.77755 -3.12701  7.68464,-2.77992 -1.49425        0,1.75    0    0,-2.31327 -1.10795  1.63372,  1.65189 -0.517349   1.11875, -0.106795   0.212186 -0.0233349   0.971096
18,1.40908 2.29579       2, -4.0267 -3.57321  7.38747,-3.56936 -2.12196        0,1.75    0    0,-3.04283 -1.65473   1.7052, 0.710712 -0.444988   2.10488, -0.126195   0.218616 -0.0285239   0.967196
