number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1,3.50915  1.7462       2,-6.38827 -1.42285  6.90134, -3.92122 0.0912444         0,1.75    0    0,failed,failed,failed
2,2.40397 1.77862       2, -4.73154 -0.940155   7.13153,-3.46285 0.612884        0,1.75    0    0,failed,failed,failed
3,1.01767 1.46538       2,-4.28399 -1.23324  7.04096,  -4.32346 -0.0721775          0,1.75    0    0,failed,failed,failed
4,1.39129 2.02293       2,-4.17507 -1.64127  7.00749,  -3.79946 -0.0176134          0,1.75    0    0,failed,failed,failed
5,3.59504 2.18592       2,-5.81958 -1.88431    6.901,  -3.26524 -0.0353527          0,1.75    0    0,-2.58392  0.18525   1.4667,      0       0 3.90379, -0.0348008    0.262693 -0.00948133    0.964205
6,3.22263 2.23746       2,-6.02362 -1.26677  7.03816,-3.91447 0.736516        0,1.75    0    0,failed,failed,failed
7,1.54107 1.30758       2, -4.16368 -0.857646   7.50296,-3.81349  0.20463        0,1.75    0    0,failed,failed,failed
8,0.743358  2.48436        2,-3.54794 -2.70686  6.76365,-3.60525 -0.83336        0,1.75    0    0,failed,failed,failed
9,1.37489 1.54436       2, -3.95347 -0.819234   7.37897,-3.70846 0.490996        0,1.75    0    0,failed,failed,failed
10, 3.81886 0.935707        2, -6.47312 -0.542475   7.50672,-3.98314 0.281867        0,1.75    0    0,failed,failed,failed
11, 3.77824 0.946771        2, -6.95514 -0.648138   7.35655,-4.41733 0.183039        0,1.75    0    0,failed,failed,failed
12,4.27009 1.83062       2,-7.06771 -1.83513  8.49062,  -4.4459 -0.432484         0,1.75    0    0, -3.78554 -0.261023   1.49214,      0       0 2.83062,-0.0498645   0.336864 -0.0178685   0.940062
13,4.32107 2.39928       2,-6.95906 -2.36723  7.69148, -3.92543 -0.405892         0,1.75    0    0,failed,failed,failed
14,1.70306 1.71696       2,-4.04096 -1.85499   8.5069, -3.72592 -0.775201         0,1.75    0    0,failed,failed,failed
15,4.08098  2.0482       2,-6.07002  -2.4227  7.11732, -3.06969 -0.805819         0,1.75    0    0,failed,failed,failed
16,  0.7307 0.862239        2,  -3.7847 -0.738987   7.22843,  -4.12009 -0.0849077          0,1.75    0    0,failed,failed,failed
17, 4.06331 0.927613        2,-6.95547 -1.06021  6.60516, -3.76974 -0.266369         0,1.75    0    0, -2.97133 -0.144669   1.44203,      0       0 2.60941,-0.0333164   0.334717 -0.0118425   0.941655
18,0.859659  2.37397        2,-3.27631  -1.3397  7.06158,-3.33982 0.656782        0,1.75    0    0,failed,failed,failed
19,0.786913  1.79269        2,-3.92499  -1.6053  7.33056,-4.22481 -0.25708        0,1.75    0    0,failed,failed,failed
20,3.72919 1.41351       2, -5.31961 -0.947123   8.30029,-3.16157 0.186649        0,1.75    0    0,-2.63309  0.28074  1.45461,    0     0 3.205,-0.00848955     0.27091 -0.00238935    0.962564
21,2.21914 1.57371       2,-4.48722 -1.46435  7.33284, -3.42747 -0.268997         0,1.75    0    0,failed,failed,failed
22, 2.45738 0.900233        2, -4.32654 -0.740947   7.71292,  -3.14963 -0.0600017          0,1.75    0    0,failed,failed,failed
23,2.63003 1.23171       2, -5.3018 -1.51713  8.25893, -4.19289 -0.720694         0,1.75    0    0,failed,failed,failed
24,  1.8157 0.974497        2, -3.79744 -0.669533   7.60037, -3.15618 0.0978971         0,1.75    0    0,failed,failed,failed
25,4.06984 1.14029       2,-5.93156 -1.11409  8.08604, -3.39596 -0.261968         0,1.75    0    0, -2.79786 -0.149629     1.464,      0       0 2.46937,-0.0321382   0.297391 -0.0100168   0.954162
26,1.44222 1.51316       2, -3.6698 -1.31418  7.96287, -3.44405 -0.236642         0,1.75    0    0,  -3.03568 -0.0904024    1.49077,      0       0 3.16222, -0.0362977    0.258655 -0.00972669    0.965239
